score,lateness,num_posts,avg_post_length,category
40,-32,13,800.076923077,type1
50,-6,7,258.428571429,type1
40,-14,7,458.0,type1
40,39,7,1298.0,type1
40,65,8,490.0,type1
30,-29,8,421.5,type1
40,-42,5,1377.8,type1
30,-16,4,682.5,type1
50,-34,7,467.142857143,type1
40,18,6,517.166666667,type1
40,5,4,387.25,type1
50,-11,7,557.0,type1
50,45,9,448.111111111,type1
40,64,9,1057.88888889,type1
40,2,10,951.9,type1
0,0,0,0.0,type1
30,-10,7,498.857142857,type1
50,-37,4,908.0,type1
30,-48,3,372.333333333,type1
50,7,10,352.8,type1
40,-43,5,639.0,type1
50,6,5,611.6,type1
40,16,3,1383.33333333,type1
50,5,1,3206.0,type1
30,-18,5,767.0,type1
50,51,3,1174.33333333,type1
50,-23,4,774.25,type1
40,-2,6,549.166666667,type1
30,22,6,676.833333333,type1
40,-12,3,1224.33333333,type1
50,-42,6,548.0,type1
50,-20,8,214.125,type1
50,-28,1,1863.0,type1
40,-42,6,995.0,type1
50,-6,3,636.333333333,type1
50,-23,5,403.2,type1
50,-30,4,1722.75,type1
50,-11,4,482.0,type1
50,-4,2,974.0,type1
50,-42,5,764.4,type1
50,-30,1,905.0,type1
50,-25,4,505.0,type1
40,-25,7,527.428571429,type1
50,-12,4,573.5,type1
50,-40,5,1338.4,type1
50,-23,3,787.666666667,type1
50,-33,2,1008.0,type1
50,-7,2,1156.0,type1
40,-5,1,611.0,type1
50,-31,7,374.571428571,type1
50,-40,3,684.333333333,type1
40,-17,2,1015.0,type1
50,-12,2,1264.5,type1
50,-36,4,636.75,type1
50,-44,5,533.4,type1
0,0,0,0.0,type1
50,-24,3,715.0,type1
50,-47,4,633.0,type1
50,-46,3,735.0,type1
50,-15,3,884.666666667,type1
